Tag,Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,2nd dopant,2nd dopant valency,2nd doping concentration ,Temp. (K),Emission max. (nm),CIE x coordinate,CIE y coordinate,Int. quantum efficiency (%),Ext. quantum efficiency (%),Thermal quenching temp. (K),Excitation source (nm),1st Excitation max. (nm),2nd Excitation max. (nm),3rd Excitation max. (nm),Log10 Decay time ( log10[ns]),Decay time (ns),Monitoring energy (nm),Reference,Publisher,MP-ID,ICSD-ID,LOF-Score,Journal,ISSN,Year
4129,NaCa0.97BO3Ce0.01Mn0.02,NaCa0.97BO3,Ce,3 ,0.01,Mn,2 ,0.02,298,400,0.301,0.232,,,,360,,,,1.554852434,35.88,400,https://doi.org/10.1039/C3RA42554A,RSC,,,1.009191389,RSC Advances,2046-2069,2013
4130,NaCa0.96BO3Ce0.01Mn0.03,NaCa0.96BO3,Ce,3 ,0.01,Mn,2 ,0.03,298,400,0.335,0.259,,,465,360,,,,1.476106717,29.93,400,https://doi.org/10.1039/C3RA42554A,RSC,,,1.009100115,RSC Advances,2046-2069,2013
4131,NaCa0.94BO3Ce0.01Mn0.05,NaCa0.94BO3,Ce,3 ,0.01,Mn,2 ,0.05,298,400,0.401,0.271,,,,360,,,,1.306425028,20.25,400,https://doi.org/10.1039/C3RA42554A,RSC,,,1.009173491,RSC Advances,2046-2069,2013
4132,NaCa0.92BO3Ce0.01Mn0.07,NaCa0.92BO3,Ce,3 ,0.01,Mn,2 ,0.07,298,400,0.441,0.254,,,,360,,,,1.12904506,13.46,400,https://doi.org/10.1039/C3RA42554A,RSC,,,1.009087183,RSC Advances,2046-2069,2013
4133,NaCa0.89BO3Ce0.01Mn0.1,NaCa0.89BO3,Ce,3 ,0.01,Mn,2 ,0.1,298,400,0.489,0.246,,,,360,,,,0.962369336,9.17,400,https://doi.org/10.1039/C3RA42554A,RSC,,,1.008997578,RSC Advances,2046-2069,2013
4134,Ba5Ca0.995Al4O12Dy0.005,Ba5Ca0.995Al4O12,Dy,3 ,0.005,,,,298,574,0.306,0.338,,,,348,348,361,385,,,574,https://doi.org/10.1016/j.ceramint.2014.02.068,ESV,,,1.202951667,Ceramics International,0272-8842,2014
4135,Ba5Ca0.99Al4O12Dy0.01,Ba5Ca0.99Al4O12,Dy,3 ,0.01,,,,298,574,0.309,0.342,,,,348,348,361,385,,,574,https://doi.org/10.1016/j.ceramint.2014.02.068,ESV,,,1.202511465,Ceramics International,0272-8842,2014
4136,Ba5Ca0.98Al4O12Dy0.02,Ba5Ca0.98Al4O12,Dy,3 ,0.02,,,,298,574,0.314,0.344,,,,348,348,361,385,,,574,https://doi.org/10.1016/j.ceramint.2014.02.068,ESV,,,1.201619304,Ceramics International,0272-8842,2014
4137,Ba5Ca0.96Al4O12Dy0.04,Ba5Ca0.96Al4O12,Dy,3 ,0.04,,,,298,574,0.322,0.349,,,,348,348,361,385,,,574,https://doi.org/10.1016/j.ceramint.2014.02.068,ESV,,,1.199466989,Ceramics International,0272-8842,2014
4138,Ba5Ca0.93Al4O12Dy0.07,Ba5Ca0.93Al4O12,Dy,3 ,0.07,,,,298,574,0.328,0.355,,,,348,348,361,385,,,574,https://doi.org/10.1016/j.ceramint.2014.02.068,ESV,,,1.196378677,Ceramics International,0272-8842,2014
4139,Ba5Ca0.9Al4O12Dy0.1,Ba5Ca0.9Al4O12,Dy,3 ,0.1,,,,298,574,0.333,0.361,,,,348,348,361,385,,,574,https://doi.org/10.1016/j.ceramint.2014.02.068,ESV,,,1.193461719,Ceramics International,0272-8842,2014
4140,La4.7Si3O12NCe0.06,La4.7Si3O12N,Ce,3 ,0.06,,,,298,460,0.1594,0.2029,,,,365,,,,1.992686039,98.33,460,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.057379236,Journal of Luminescence,0022-2313,2016
4141,La4.65Si3O12NCe0.06Tb0.01,La4.65Si3O12N,Ce,3 ,0.06,Tb,3 ,0.01,298,503,0.1697,0.2277,,,,365,,,,,,,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.142565115,Journal of Luminescence,0022-2313,2016
4142,La4.6Si3O12NCe0.06Tb0.02,La4.6Si3O12N,Ce,3 ,0.06,Tb,3 ,0.02,298,503,0.1782,0.2504,,,,365,,,,1.963929422,92.03,460,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.499630091,Journal of Luminescence,0022-2313,2016
4143,La4.55Si3O12NCe0.06Tb0.03,La4.55Si3O12N,Ce,3 ,0.06,Tb,3 ,0.03,298,503,0.1873,0.2731,,,,365,,,,,,,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.249479189,Journal of Luminescence,0022-2313,2016
4144,La4.5Si3O12NCe0.06Tb0.04,La4.5Si3O12N,Ce,3 ,0.06,Tb,3 ,0.04,298,549,0.1952,0.2936,,,,365,,,,1.913654935,81.97,460,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.543259313,Journal of Luminescence,0022-2313,2016
4145,La4.45Si3O12NCe0.06Tb0.05,La4.45Si3O12N,Ce,3 ,0.06,Tb,3 ,0.05,298,549,0.2028,0.3144,,,,365,,,,,,,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.256142947,Journal of Luminescence,0022-2313,2016
4146,La4.4Si3O12NCe0.06Tb0.06,La4.4Si3O12N,Ce,3 ,0.06,Tb,3 ,0.06,298,549,0.2116,0.339,,,,365,,,,1.788168371,61.4,460,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.478248959,Journal of Luminescence,0022-2313,2016
4147,La4.35Si3O12NCe0.06Tb0.07,La4.35Si3O12N,Ce,3 ,0.06,Tb,3 ,0.07,298,549,0.2189,0.357,,,,365,,,,,,,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.275359413,Journal of Luminescence,0022-2313,2016
4148,La4.3Si3O12NCe0.06Tb0.08,La4.3Si3O12N,Ce,3 ,0.06,Tb,3 ,0.08,298,549,0.225,0.3734,,,,365,,,,1.608526034,40.6,460,https://doi.org/10.1016/j.jlumin.2015.08.030,ESV,,,1.420683479,Journal of Luminescence,0022-2313,2016
4149,NaCa0.96PO4Tb0.04,NaCa0.96PO4,Tb,3 ,0.04,,,,298,544,0.315,0.671,,,,369,,,,6.790988475,6180000,544,https://doi.org/10.1016/j.ceramint.2013.12.101,ESV,mp-14401, icsd-35629,1.113573575,Ceramics International,0272-8842,2014
4150,NaCa0.94PO4Tb0.04Eu0.02,NaCa0.94PO4,Tb,3 ,0.04,Eu,3 ,0.02,298,544,0.361,0.623,,,,369,,,,6.771587481,5910000,544,https://doi.org/10.1016/j.ceramint.2013.12.101,ESV,mp-14401, icsd-35629,1.043836842,Ceramics International,0272-8842,2014
4151,NaCa0.92PO4Tb0.04Eu0.04,NaCa0.92PO4,Tb,3 ,0.04,Eu,3 ,0.04,298,544,0.401,0.583,,,,369,,,,,,,https://doi.org/10.1016/j.ceramint.2013.12.101,ESV,mp-14401, icsd-35629,0.987452926,Ceramics International,0272-8842,2014
4152,NaCa0.9PO4Tb0.04Eu0.06,NaCa0.9PO4,Tb,3 ,0.04,Eu,3 ,0.06,298,544,0.432,0.551,,,,369,,,,6.494154594,3120000,544,https://doi.org/10.1016/j.ceramint.2013.12.101,ESV,mp-14401, icsd-35629,101.8117946,Ceramics International,0272-8842,2014
4153,NaCa0.88PO4Tb0.04Eu0.08,NaCa0.88PO4,Tb,3 ,0.04,Eu,3 ,0.08,298,544,0.474,0.512,,,,369,,,,,,,https://doi.org/10.1016/j.ceramint.2013.12.101,ESV,mp-14401, icsd-35629,0.98790468,Ceramics International,0272-8842,2014
4154,NaCa0.86PO4Tb0.04Eu0.1,NaCa0.86PO4,Tb,3 ,0.04,Eu,3 ,0.1,298,620,0.482,0.501,,,,369,,,,6.383815366,2420000,544,https://doi.org/10.1016/j.ceramint.2013.12.101,ESV,mp-14401, icsd-35629,1.019728303,Ceramics International,0272-8842,2014
4155,Sr7ZrP6O24Tb0.01,Sr7ZrP6O24,Tb,3 ,0.01,,,,298,544,0.265,0.32,,,,374,,,,6.598790507,3970000,544,https://doi.org/10.1016/j.jallcom.2017.02.199,ESV,,,1.923312412,Journal of Alloys and Compounds,0925-8388,2017
4156,Sr7ZrP6O24Tb0.01Eu0.005,Sr7ZrP6O24,Tb,3 ,0.01,Eu,3 ,0.005,298,544,0.309,0.322,,,,374,,,,6.45484486,2850000,544,https://doi.org/10.1016/j.jallcom.2017.02.199,ESV,,,1.025006305,Journal of Alloys and Compounds,0925-8388,2017
4157,Sr7ZrP6O24Tb0.01Eu0.01,Sr7ZrP6O24,Tb,3 ,0.01,Eu,3 ,0.01,298,544,0.337,0.322,,,,374,,,,6.361727836,2300000,544,https://doi.org/10.1016/j.jallcom.2017.02.199,ESV,,,1.016624998,Journal of Alloys and Compounds,0925-8388,2017
4158,Sr7ZrP6O24Tb0.01Eu0.015,Sr7ZrP6O24,Tb,3 ,0.01,Eu,3 ,0.015,298,613,0.359,0.327,,,,374,,,,6.292256071,1960000,544,https://doi.org/10.1016/j.jallcom.2017.02.199,ESV,,,1.00728971,Journal of Alloys and Compounds,0925-8388,2017
4159,Sr7ZrP6O24Tb0.01Eu0.02,Sr7ZrP6O24,Tb,3 ,0.01,Eu,3 ,0.02,298,613,0.386,0.33,,,,374,,,,6.235528447,1720000,544,https://doi.org/10.1016/j.jallcom.2017.02.199,ESV,,,1.062013056,Journal of Alloys and Compounds,0925-8388,2017
4160,MgY1.94Al4SiO12Ce0.06,MgY1.94Al4SiO12,Ce,3 ,0.06,,,,298,565,0.443,0.534,89,,,460,,,,1.651278014,44.8,550,https://doi.org/10.1016/j.optmat.2017.06.012,ESV,,,1.010176663,Optical Materials,0925-3467,2017
4161,Mg0.97Y1.94Al4SiO12Ce0.06Mn0.03,Mg0.97Y1.94Al4SiO12,Ce,3 ,0.06,Mn,2 ,0.03,298,575,0.462,0.509,75.9,,,460,,,,1.546542663,35.2,550,https://doi.org/10.1016/j.optmat.2017.06.012,ESV,,,1.02597734,Optical Materials,0925-3467,2017
4162,Mg0.94Y1.94Al4SiO12Ce0.06Mn0.06,Mg0.94Y1.94Al4SiO12,Ce,3 ,0.06,Mn,2 ,0.06,298,590,0.473,0.5,63.8,,,460,,,,1.519827994,33.1,550,https://doi.org/10.1016/j.optmat.2017.06.012,ESV,,,1.031589641,Optical Materials,0925-3467,2017
4163,Mg0.91Y1.94Al4SiO12Ce0.06Mn0.09,Mg0.91Y1.94Al4SiO12,Ce,3 ,0.06,Mn,2 ,0.09,298,600,0.484,0.491,63.1,,,460,,,,1.344392274,22.1,550,https://doi.org/10.1016/j.optmat.2017.06.012,ESV,,,1.035757778,Optical Materials,0925-3467,2017
4164,Mg0.88Y1.94Al4SiO12Ce0.06Mn0.12,Mg0.88Y1.94Al4SiO12,Ce,3 ,0.06,Mn,2 ,0.12,298,610,0.493,0.484,54.3,,,460,,,,1.127104798,13.4,550,https://doi.org/10.1016/j.optmat.2017.06.012,ESV,,,1.026387368,Optical Materials,0925-3467,2017
4165,Mg0.85Y1.94Al4SiO12Ce0.06Mn0.15,Mg0.85Y1.94Al4SiO12,Ce,3 ,0.06,Mn,2 ,0.15,298,620,0.506,0.473,49.3,,,460,,,,0.959041392,9.1,550,https://doi.org/10.1016/j.optmat.2017.06.012,ESV,,,1.028360947,Optical Materials,0925-3467,2017
4166,MgY3.9Si3O13Eu0.01,MgY3.9Si3O13,Eu,3 ,0.01,,,,298,615,,,,,,393,393,,,6.169674434,1478000,615,https://doi.org/10.1111/jace.13628,Wiley,,,1.024634459,Journal of the American Ceramic Society,0002-7820,2015
4167,MgY3.8Si3O13Eu0.02,MgY3.8Si3O13,Eu,3 ,0.02,,,,298,615,,,,,,393,393,,,6.183839037,1527000,615,https://doi.org/10.1111/jace.13628,Wiley,,,1.133916831,Journal of the American Ceramic Society,0002-7820,2015
4168,MgY3.7Si3O13Eu0.03,MgY3.7Si3O13,Eu,3 ,0.03,,,,298,615,,,,,,393,393,,,6.305136319,2019000,615,https://doi.org/10.1111/jace.13628,Wiley,,,1.003525273,Journal of the American Ceramic Society,0002-7820,2015
4169,MgY3.6Si3O13Eu0.04,MgY3.6Si3O13,Eu,3 ,0.04,,,,298,615,,,,,,393,393,,,6.301897717,2004000,615,https://doi.org/10.1111/jace.13628,Wiley,,,1.029313852,Journal of the American Ceramic Society,0002-7820,2015
4170,MgY3.5Si3O13Eu0.05,MgY3.5Si3O13,Eu,3 ,0.05,,,,298,615,0.66,0.34,,,418,393,393,,,6.295347148,1974000,615,https://doi.org/10.1111/jace.13628,Wiley,,,1.015573486,Journal of the American Ceramic Society,0002-7820,2015
4171,MgY3.4Si3O13Eu0.06,MgY3.4Si3O13,Eu,3 ,0.06,,,,298,615,,,,,,393,393,,,6.265289626,1842000,615,https://doi.org/10.1111/jace.13628,Wiley,,,0.970761544,Journal of the American Ceramic Society,0002-7820,2015
4172,MgY3.3Si3O13Eu0.07,MgY3.3Si3O13,Eu,3 ,0.07,,,,298,615,,,,,,393,393,,,6.247482261,1768000,615,https://doi.org/10.1111/jace.13628,Wiley,,,0.997122695,Journal of the American Ceramic Society,0002-7820,2015
4173,Lu2Ca0.97Mg2Si3O12Eu0.03,Lu2Ca0.97Mg2Si3O12,Eu,2 ,0.03,,,,298,450,,,,,393,365,365,,,,,450,https://doi.org/10.1016/j.matlet.2015.10.144,ESV,,,1.132447552,Materials Letters,0167-577X,2016
4174,K2Y0.5WPO8Tb0.5,K2Y0.5WPO8,Tb,3 ,0.5,,,,298,545,0.338,0.585,,,,377,377,370,352,7.332034277,21480000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.640134672,Materials Research Bulletin,0025-5408,2014
4175,K2Y0.499WPO8Tb0.5Eu0.001,K2Y0.499WPO8,Tb,3 ,0.5,Eu,3 ,0.001,298,545,0.4,0.539,,,,377,377,,,7.231724383,17050000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.285000975,Materials Research Bulletin,0025-5408,2014
4176,K2Y0.498WPO8Tb0.5Eu0.002,K2Y0.498WPO8,Tb,3 ,0.5,Eu,3 ,0.002,298,545,0.434,0.512,,,,377,377,,,7.18920949,15460000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.227899358,Materials Research Bulletin,0025-5408,2014
4177,K2Y0.496WPO8Tb0.5Eu0.004,K2Y0.496WPO8,Tb,3 ,0.5,Eu,3 ,0.004,298,545,0.459,0.493,,,,377,377,,,7.155336037,14300000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.178626267,Materials Research Bulletin,0025-5408,2014
4178,K2Y0.494WPO8Tb0.5Eu0.006,K2Y0.494WPO8,Tb,3 ,0.5,Eu,3 ,0.006,298,545,0.468,0.486,,,,377,377,,,7.146748014,14020000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.17663141,Materials Research Bulletin,0025-5408,2014
4179,K2Y0.492WPO8Tb0.5Eu0.008,K2Y0.492WPO8,Tb,3 ,0.5,Eu,3 ,0.008,298,613,0.485,0.471,,,,377,377,,,7.137037455,13710000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.166308753,Materials Research Bulletin,0025-5408,2014
4180,K2Y0.49WPO8Tb0.5Eu0.01,K2Y0.49WPO8,Tb,3 ,0.5,Eu,3 ,0.01,298,613,0.518,0.446,,,,377,377,370,352,7.071882007,11800000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.194557573,Materials Research Bulletin,0025-5408,2014
4181,K2Y0.48WPO8Tb0.5Eu0.02,K2Y0.48WPO8,Tb,3 ,0.5,Eu,3 ,0.02,298,613,0.571,0.404,,,,377,377,,,7.007320953,10170000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.274050936,Materials Research Bulletin,0025-5408,2014
4182,K2Y0.47WPO8Tb0.5Eu0.03,K2Y0.47WPO8,Tb,3 ,0.5,Eu,3 ,0.03,298,613,0.585,0.392,,,,377,377,,,6.934498451,8600000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.524228119,Materials Research Bulletin,0025-5408,2014
4183,K2Y0.45WPO8Tb0.5Eu0.05,K2Y0.45WPO8,Tb,3 ,0.5,Eu,3 ,0.05,298,613,0.609,0.371,,,,377,377,,,6.614897216,4120000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.796999942,Materials Research Bulletin,0025-5408,2014
4184,K2Y0.4WPO8Tb0.5Eu0.1,K2Y0.4WPO8,Tb,3 ,0.5,Eu,3 ,0.1,298,613,0.629,0.357,,,,377,377,,,6.534026106,3420000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.997247684,Materials Research Bulletin,0025-5408,2014
4185,K2Y0.3WPO8Tb0.5Eu0.2,K2Y0.3WPO8,Tb,3 ,0.5,Eu,3 ,0.2,298,613,0.641,0.346,,,,377,377,,,6.338456494,2180000,545,https://doi.org/10.1016/j.materresbull.2014.08.051,ESV,,,1.01126056,Materials Research Bulletin,0025-5408,2014
4186,Ba5P2SiO12Eu0.001,Ba5P2SiO12,Eu,2 ,0.001,,,,298,515,,,,,,405,405,,,2.853850249,714.25,515,https://doi.org/10.1039/C6CP08300E,RSC,,,1.032819471,Physical Chemistry Chemical Physics,1463-9076,2017
4187,Ba5P2SiO12Eu0.005,Ba5P2SiO12,Eu,2 ,0.005,,,,298,515,,,,,,405,405,,,2.846603052,702.43,515,https://doi.org/10.1039/C6CP08300E,RSC,,,1.031023215,Physical Chemistry Chemical Physics,1463-9076,2017
4188,Ba5P2SiO12Eu0.01,Ba5P2SiO12,Eu,2 ,0.01,,,,298,515,,,31.89,,403,405,405,,,2.839955446,691.76,515,https://doi.org/10.1039/C6CP08300E,RSC,,,1.030148485,Physical Chemistry Chemical Physics,1463-9076,2017
4189,Ba5P2SiO12Eu0.02,Ba5P2SiO12,Eu,2 ,0.02,,,,298,515,,,,,,405,405,,,2.824093277,666.95,515,https://doi.org/10.1039/C6CP08300E,RSC,,,1.025657213,Physical Chemistry Chemical Physics,1463-9076,2017
4190,Ba5P2SiO12Eu0.03,Ba5P2SiO12,Eu,2 ,0.03,,,,298,515,,,,,,405,405,,,2.812057287,648.72,515,https://doi.org/10.1039/C6CP08300E,RSC,,,1.022915905,Physical Chemistry Chemical Physics,1463-9076,2017
4191,Ba5P2SiO12Eu0.04,Ba5P2SiO12,Eu,2 ,0.04,,,,298,515,,,,,,405,405,,,2.796934939,626.52,515,https://doi.org/10.1039/C6CP08300E,RSC,,,1.020917672,Physical Chemistry Chemical Physics,1463-9076,2017
4192,GdVO4Dy0.02,GdVO4,Dy,3 ,0.02,,,,298,574,0.313,0.365,,,,283,,,,5.477526407,300280,574,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.0807463,Physical Chemistry Chemical Physics,1463-9076,2015
4193,GdVO4Dy0.02Eu0.01,GdVO4,Dy,3 ,0.02,Eu,3 ,0.01,298,574,0.366,0.37,,,,283,,,,5.469203258,294580,574,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.092733706,Physical Chemistry Chemical Physics,1463-9076,2015
4194,GdVO4Dy0.02Eu0.02,GdVO4,Dy,3 ,0.02,Eu,3 ,0.02,298,574,0.399,0.364,,,,283,,,,5.421373558,263860,574,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.053593104,Physical Chemistry Chemical Physics,1463-9076,2015
4195,GdVO4Dy0.02Eu0.03,GdVO4,Dy,3 ,0.02,Eu,3 ,0.03,298,620,0.41,0.353,,,,283,,,,,,,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.023234291,Physical Chemistry Chemical Physics,1463-9076,2015
4196,GdVO4Dy0.02Eu0.06,GdVO4,Dy,3 ,0.02,Eu,3 ,0.06,298,620,0.443,0.347,,,,283,,,,,,,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.026758182,Physical Chemistry Chemical Physics,1463-9076,2015
4197,GdVO4Eu0.02,GdVO4,Eu,3 ,0.02,,,,298,620,0.505,0.322,,,,283,,,,5.456047028,285790,620,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,0.996466525,Physical Chemistry Chemical Physics,1463-9076,2015
4198,GdVO4Eu0.02Dy0.01,GdVO4,Eu,3 ,0.02,Dy,3 ,0.01,298,620,,,,,,283,,,,5.416790238,261090,620,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.032407847,Physical Chemistry Chemical Physics,1463-9076,2015
4199,GdVO4Eu0.02Dy0.02,GdVO4,Eu,3 ,0.02,Dy,3 ,0.02,298,574,,,,,,283,,,,5.392732117,247020,620,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.070222078,Physical Chemistry Chemical Physics,1463-9076,2015
4200,GdVO4Eu0.02Dy0.03,GdVO4,Eu,3 ,0.02,Dy,3 ,0.03,298,574,0.356,0.345,,,,283,,,,,,,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.028769563,Physical Chemistry Chemical Physics,1463-9076,2015
4201,GdVO4Eu0.02Dy0.05,GdVO4,Eu,3 ,0.02,Dy,3 ,0.05,298,574,0.351,0.295,,,,283,,,,,,,https://doi.org/10.1039/C5CP04373E,RSC,mp-22024, icsd-15607 icsd-238224 icsd-238223 icsd-152692 icsd-81703 icsd-186232 icsd-186231,1.029075537,Physical Chemistry Chemical Physics,1463-9076,2015
4202,MgY3.8Si3O13Ce0.2,MgY3.8Si3O13,Ce,3 ,0.2,,,,298,455,0.26,0.25,,,,328,,,,,,,https://doi.org/10.1149/2.077205jes,IOP,,,1.059785142,Journal of The Electrochemical Society,0013-4651,2012
4203,Mg0.95Y3.8Si3O13Ce0.2Mn0.05,Mg0.95Y3.8Si3O13,Ce,3 ,0.2,Mn,2 ,0.05,298,455,0.36,0.26,,37,,328,,,,,,,https://doi.org/10.1149/2.077205jes,IOP,,,0.994379208,Journal of The Electrochemical Society,0013-4651,2012
4204,Mg0.9Y3.8Si3O13Ce0.2Mn0.1,Mg0.9Y3.8Si3O13,Ce,3 ,0.2,Mn,2 ,0.1,298,587,0.4,0.3,,,,328,,,,,,,https://doi.org/10.1149/2.077205jes,IOP,,,0.994024212,Journal of The Electrochemical Society,0013-4651,2012
4205,Mg0.8Y3.8Si3O13Ce0.2Mn0.2,Mg0.8Y3.8Si3O13,Ce,3 ,0.2,Mn,2 ,0.2,298,587,0.47,0.33,,,,328,,,,,,,https://doi.org/10.1149/2.077205jes,IOP,,,0.99323556,Journal of The Electrochemical Society,0013-4651,2012
4206,Mg0.7Y3.8Si3O13Ce0.2Mn0.3,Mg0.7Y3.8Si3O13,Ce,3 ,0.2,Mn,2 ,0.3,298,587,0.51,0.34,,,,328,,,,,,,https://doi.org/10.1149/2.077205jes,IOP,,,0.993729394,Journal of The Electrochemical Society,0013-4651,2012
4207,Mg0.6Y3.8Si3O13Ce0.2Mn0.4,Mg0.6Y3.8Si3O13,Ce,3 ,0.2,Mn,2 ,0.4,298,587,0.53,0.35,,,,328,,,,,,,https://doi.org/10.1149/2.077205jes,IOP,,,0.993729394,Journal of The Electrochemical Society,0013-4651,2012
4208,NaBaLa1.99P3O12Sm0.01,NaBaLa1.99P3O12,Sm,3 ,0.01,,,,298,601,0.5782,0.4171,,,,403,403,,,6.329133357,2133700,601,https://doi.org/10.1016/j.jallcom.2017.01.171,ESV,,,1.011584026,Journal of Alloys and Compounds,0925-8388,2017
4209,NaBaLa1.96P3O12Sm0.04,NaBaLa1.96P3O12,Sm,3 ,0.04,,,,298,601,,,,,,403,403,,,6.277677963,1895300,601,https://doi.org/10.1016/j.jallcom.2017.01.171,ESV,,,1.002090825,Journal of Alloys and Compounds,0925-8388,2017
4210,NaBaLa1.93P3O12Sm0.07,NaBaLa1.93P3O12,Sm,3 ,0.07,,,,298,601,,,,,,403,403,,,6.247727833,1769000,601,https://doi.org/10.1016/j.jallcom.2017.01.171,ESV,,,0.994662025,Journal of Alloys and Compounds,0925-8388,2017
4211,NaBaLa1.89P3O12Sm0.11,NaBaLa1.89P3O12,Sm,3 ,0.11,,,,298,601,,,62.3,,573,403,403,377,364,5.881840968,761800,601,https://doi.org/10.1016/j.jallcom.2017.01.171,ESV,,,1.037470155,Journal of Alloys and Compounds,0925-8388,2017
4212,NaBaLa1.86P3O12Sm0.14,NaBaLa1.86P3O12,Sm,3 ,0.14,,,,298,601,,,,,,403,403,,,5.833147112,681000,601,https://doi.org/10.1016/j.jallcom.2017.01.171,ESV,,,0.997343712,Journal of Alloys and Compounds,0925-8388,2017
4213,NaBaLa1.83P3O12Sm0.17,NaBaLa1.83P3O12,Sm,3 ,0.17,,,,298,601,0.5605,0.4312,,,,403,403,,,5.761251074,577100,601,https://doi.org/10.1016/j.jallcom.2017.01.171,ESV,,,1.004016199,Journal of Alloys and Compounds,0925-8388,2017
4214,Y1.99WO6Sm0.01,Y1.99WO6,Sm,3 ,0.01,,,,298,450,0.226,0.19,,,,308,,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,ESV,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,1.007196511,Journal of Luminescence,0022-2313,2014
4215,Y1.97WO6Sm0.03,Y1.97WO6,Sm,3 ,0.03,,,,298,450,0.253,0.203,,,,308,,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,ESV,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,1.007670014,Journal of Luminescence,0022-2313,2014
4216,Y1.95WO6Sm0.05,Y1.95WO6,Sm,3 ,0.05,,,,298,613,0.277,0.227,,,,308,,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,ESV,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,0.985816898,Journal of Luminescence,0022-2313,2014
4217,Y1.93WO6Sm0.07,Y1.93WO6,Sm,3 ,0.07,,,,298,613,0.304,0.251,,,,308,,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,ESV,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,0.985896053,Journal of Luminescence,0022-2313,2014
4218,Y1.91WO6Sm0.09,Y1.91WO6,Sm,3 ,0.09,,,,298,613,0.318,0.267,,,,308,,,,,,,https://doi.org/10.1016/j.jlumin.2013.09.043,ESV,"mp-559510,mp-30539,mp-559085,mp-1216117", icsd-20955 icsd-65811 icsd-26532,0.986313061,Journal of Luminescence,0022-2313,2014
4219,BaLa1.91WO7Eu0.09,BaLa1.91WO7,Eu,3 ,0.09,,,,298,616,0.648,0.349,,,,394,394,466,534,5.691965103,492000,616,https://doi.org/10.1016/j.jlumin.2016.11.003,ESV,"mp-1203123,mp-1201679", icsd-166617 icsd-247840,1.049862594,Journal of Luminescence,0022-2313,2017
